status,META_requiredChecksPassing,GEOM_requiredChecksPassing,META_canonicalNameInMeta,META_licenseImageInZip,META_yearValid,META_isoValid,META_boundaryTypeValid,META_sourceExists,META_releaseTypeValid,META_releaseTypeCorrectFolder,META_licenseValid,META_licenseSourceExists,META_dataSourceExists,GEOM_boundaryNamesColumnExists,GEOM_boundaryNamesFilledIn,GEOM_boundaryISOColumnExists,GEOM_boundaryISOsFilledIn,GEOM_Topology,GEOM_Projection,boundaryID,boundaryISO,boundaryYear,boundaryType,boundarySource_1,boundarySource_2,boundaryCanonical,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,downloadURL
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,AZE-ADM0-dev,AZE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AZE_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,AZE-ADM0-dev,AZE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GMB_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,AZE-ADM0-dev,AZE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/PAK_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,AZE-ADM0-dev,AZE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GMB_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,AZE-ADM0-dev,AZE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BGD_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MNE-ADM0-dev,MNE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MNE_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,KAZ-ADM1-dev,KAZ,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/KAZ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,SVN-ADM2-dev,SVN,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SVN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,BIH-ADM0-dev,BIH,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BIH_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,GBR-ADM2-dev,GBR,2019.0,ADM2,Office for National Statistics Open Geography Portal,nan,,Open Data Commons Open Database License 1.0,http//www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https//geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,https//geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GBR_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,GBR-ADM2-dev,GBR,2019.0,ADM2,Office for National Statistics Open Geography Portal,nan,,Open Data Commons Open Database License 1.0,http//www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https//geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,https//geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ESP_ADM4.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,CIV-ADM0-dev,CIV,2018,ADM0,Natural Earth,,,Public Domain,,https//www.naturalearthdata.com/about/terms-of-use/,https//www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-countries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CIV_ADM0.zip
FAIL,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,VUT-ADM3-dev,VUT,2014.0,ADM3,POPGIS,nan,,Other - Direct Permission,Granted to redistribute in email,https//twitter.com/WMgeoLab/status/1196561929726128128/photo/2,http//prism.spc.int/regional-data-and-tools/popgis2,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/VUT_ADM3.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,AUT-ADM2-dev,AUT,2017.0,ADM2,"Federal Office for Metrology and Survey, Austria",Derived from ADM4 layer,,Creative Commons Attribution-ShareAlike 2.0,nan,https//twitter.com/WMgeoLab/status/1253487894313959424,"https//www.bev.gv.at/portal/page?_pageid=713,2639317&_dad=portal&_schema=PORTAL",https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/AUT_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,YEM-ADM1-dev,YEM,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/YEM_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,LKA-ADM1-dev,LKA,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LKA_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SWE-ADM0-dev,SWE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SWE_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,SWE-ADM0-dev,SWE,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NPL_ADM1.zip
FAIL,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,NRU-ADM1-dev,NRU,2015.0,ADM1,Stanford Digital Repository,nan,,GNU FDL,CC Attrib Share-Alike 3.0,https//upload.wikimedia.org/wikipedia/commons/2/22/Nauru-districts-fr.svg,https//commons.wikimedia.org/wiki/File,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NRU_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SWZ-ADM1-dev,SWZ,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SWZ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,MMR-ADM1-dev,MMR,2014.0,ADM1,OpenStreetMap,nan,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,http//geonode.themimu.info/layers/?limit=5&offset=10,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MMR_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,COM-ADM0-dev,COM,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/COM_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,DNK-ADM1-dev,DNK,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DNK_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,DNK-ADM2-dev,DNK,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/DNK_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,BEL-ADM2-dev,BEL,2015.0,ADM2,Statistics Belgium,nan,,Open Data Commons Open Database License 1.0,Data set from StatBel open data portal,https//statbel.fgov.be/en/open-data,https//statbel.fgov.be/en/open-data/statistical-sectors,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BEL_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,POL-ADM0-dev,POL,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/POL_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,GEO-ADM1-dev,GEO,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GEO_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,SUR-ADM2-dev,SUR,2017.0,ADM2,Humanitarian Data Exchange,nan,,Creative Commons Attribution 4.0 International (CC BY 4.0),nan,https//data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,https//data.humdata.org/dataset/suriname-administrative-level-0-1-and-2-boundaries,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/SUR_ADM2.zip
FAIL,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,MKD-ADM0-dev,MKD,2016.0,ADM0,EuroGeographics,Regional IM Working Group - Europe,,Creative Commons Attribution 4.0 International (CC BY 4.0),Noted in metadata tab,https//data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https//data.humdata.org/dataset/fyrom-administrative-levels-1-4-from-eurogeographics-and-ntes,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/MKD_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,HND-ADM0-dev,HND,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/HND_ADM0.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,HND-ADM0-dev,HND,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CPV_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,HND-ADM0-dev,HND,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NPL_ADM2.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,HND-ADM0-dev,HND,2017.0,ADM0,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TUR_ADM0.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,BRN-ADM2-dev,BRN,2006.0,ADM2,IFAD,nan,,Open Data Commons Open Database License 1.0,nan,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/BRN_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,CZE-ADM1-dev,CZE,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/CZE_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,ECU-ADM1-dev,ECU,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/ECU_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,LUX-ADM2-dev,LUX,2017.0,ADM2,OpenStreetMap,Public Domain,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/LUX_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,NIC-ADM2-dev,NIC,2017.0,ADM2,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/NIC_ADM2.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,GNQ-ADM1-dev,GNQ,2016.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/GNQ_ADM1.zip
PASS,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,TLS-ADM1-dev,TLS,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TLS_ADM1.zip
FAIL,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,TLS-ADM1-dev,TLS,2017.0,ADM1,OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https//www.openstreetmap.org/copyright,https//wambachers-osm.website/boundaries/,https://github.com/wmgeolab/gbRelease/raw/master/releaseData/gbOpen/TUR_ADM1.zip
